ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Comentarios
7028,21-10-2023,Preventivo,Bueno,Malo,7872662,Comentario sobre el mantenimiento 7028
7029,27-04-2024,Emergencia,Bueno,Regular,25661,Comentario sobre el mantenimiento 7029
7030,02-02-2024,Correctivo,Malo,Malo,3576508,Comentario sobre el mantenimiento 7030
7031,02-11-2023,Correctivo,Regular,Malo,5237096,Comentario sobre el mantenimiento 7031
7032,05-02-2024,Preventivo,Regular,Malo,5658808,Comentario sobre el mantenimiento 7032
7033,06-03-2024,Emergencia,Regular,Malo,7847864,Comentario sobre el mantenimiento 7033
7034,18-03-2024,Correctivo,Malo,Malo,3530673,Comentario sobre el mantenimiento 7034
7035,22-03-2024,Preventivo,Regular,Bueno,9185993,Comentario sobre el mantenimiento 7035
7036,11-12-2023,Correctivo,Bueno,Malo,9178855,Comentario sobre el mantenimiento 7036
7037,25-12-2023,Correctivo,Regular,Bueno,33588,Comentario sobre el mantenimiento 7037
7038,27-06-2024,Emergencia,Bueno,Regular,19332,Comentario sobre el mantenimiento 7038
7039,21-07-2024,Emergencia,Malo,Regular,5195390,Comentario sobre el mantenimiento 7039
7040,20-06-2024,Preventivo,Bueno,Bueno,5211512,Comentario sobre el mantenimiento 7040
7041,08-04-2024,Correctivo,Malo,Malo,20478,Comentario sobre el mantenimiento 7041
7042,05-08-2024,Emergencia,Bueno,Malo,9149677,Comentario sobre el mantenimiento 7042
7043,16-12-2023,Preventivo,Regular,Malo,20206,Comentario sobre el mantenimiento 7043
7044,23-03-2024,Emergencia,Malo,Bueno,59414,Comentario sobre el mantenimiento 7044
7045,27-08-2024,Correctivo,Malo,Regular,8928487,Comentario sobre el mantenimiento 7045
7046,22-03-2024,Preventivo,Bueno,Regular,4749972,Comentario sobre el mantenimiento 7046
7047,11-02-2024,Emergencia,Malo,Bueno,7896551,Comentario sobre el mantenimiento 7047
7048,20-11-2023,Preventivo,Regular,Bueno,8803627,Comentario sobre el mantenimiento 7048
7049,02-06-2024,Preventivo,Bueno,Malo,52883,Comentario sobre el mantenimiento 7049
7050,03-02-2024,Correctivo,Malo,Bueno,24751,Comentario sobre el mantenimiento 7050
7051,21-05-2024,Correctivo,Regular,Regular,9296071,Comentario sobre el mantenimiento 7051
7052,11-04-2024,Correctivo,Bueno,Bueno,9192851,Comentario sobre el mantenimiento 7052
7053,15-06-2024,Preventivo,Malo,Regular,7928055,Comentario sobre el mantenimiento 7053
7054,07-08-2024,Preventivo,Regular,Bueno,9193610,Comentario sobre el mantenimiento 7054
7055,27-08-2024,Preventivo,Malo,Malo,3566883,Comentario sobre el mantenimiento 7055
7056,29-01-2024,Emergencia,Regular,Bueno,58506,Comentario sobre el mantenimiento 7056
7057,21-01-2024,Emergencia,Bueno,Regular,33416,Comentario sobre el mantenimiento 7057
7058,31-03-2024,Emergencia,Malo,Regular,21895,Comentario sobre el mantenimiento 7058
7059,20-08-2024,Correctivo,Bueno,Regular,60190,Comentario sobre el mantenimiento 7059
7060,09-08-2024,Correctivo,Regular,Malo,34135,Comentario sobre el mantenimiento 7060
7061,11-03-2023,Preventivo,Malo,Regular,59896,Comentario sobre el mantenimiento 7061
7062,21-10-2023,Preventivo,Malo,Bueno,33473,Comentario sobre el mantenimiento 7062
7063,10-12-2024,Preventivo,Malo,Bueno,22494,Comentario sobre el mantenimiento 7063
7064,12-06-2024,Emergencia,Bueno,Regular,5658624,Comentario sobre el mantenimiento 7064
7065,09-03-2024,Correctivo,Regular,Malo,5174690,Comentario sobre el mantenimiento 7065
7066,13-08-2024,Emergencia,Regular,Malo,9427252,Comentario sobre el mantenimiento 7066
7067,12-09-2024,Emergencia,Regular,Bueno,6778263,Comentario sobre el mantenimiento 7067
7068,03-01-2024,Emergencia,Regular,Malo,6864693,Comentario sobre el mantenimiento 7068
7069,29-09-2024,Correctivo,Malo,Regular,58879,Comentario sobre el mantenimiento 7069
7070,14-08-2024,Preventivo,Regular,Regular,33804,Comentario sobre el mantenimiento 7070
7071,13-12-2023,Emergencia,Bueno,Regular,58262,Comentario sobre el mantenimiento 7071
7072,26-02-2024,Correctivo,Malo,Bueno,21546,Comentario sobre el mantenimiento 7072
7073,18-12-2023,Preventivo,Regular,Bueno,7126510,Comentario sobre el mantenimiento 7073
7074,30-10-2023,Emergencia,Malo,Malo,9223692,Comentario sobre el mantenimiento 7074
7075,14-11-2023,Correctivo,Malo,Malo,9294672,Comentario sobre el mantenimiento 7075
7076,04-02-2024,Correctivo,Regular,Regular,33347,Comentario sobre el mantenimiento 7076
7077,30-10-2023,Correctivo,Malo,Regular,21086,Comentario sobre el mantenimiento 7077
7078,07-12-2023,Correctivo,Regular,Malo,8942012,Comentario sobre el mantenimiento 7078
7079,28-09-2024,Emergencia,Malo,Regular,32890,Comentario sobre el mantenimiento 7079
7080,05-04-2024,Emergencia,Regular,Regular,19730,Comentario sobre el mantenimiento 7080
7081,30-10-2023,Correctivo,Malo,Malo,4987846,Comentario sobre el mantenimiento 7081
7082,13-05-2024,Emergencia,Bueno,Bueno,9155597,Comentario sobre el mantenimiento 7082
7083,11-10-2024,Preventivo,Malo,Regular,33827,Comentario sobre el mantenimiento 7083
7084,03-11-2023,Emergencia,Malo,Regular,21490,Comentario sobre el mantenimiento 7084
7085,13-08-2024,Emergencia,Regular,Bueno,9180972,Comentario sobre el mantenimiento 7085
7086,23-03-2024,Emergencia,Bueno,Regular,9398092,Comentario sobre el mantenimiento 7086
7087,19-04-2024,Preventivo,Regular,Bueno,4987803,Comentario sobre el mantenimiento 7087
7088,21-08-2024,Emergencia,Regular,Malo,5211849,Comentario sobre el mantenimiento 7088
7089,08-11-2023,Preventivo,Regular,Regular,59259,Comentario sobre el mantenimiento 7089
7090,16-07-2024,Preventivo,Regular,Bueno,3580279,Comentario sobre el mantenimiento 7090
7091,22-11-2023,Emergencia,Bueno,Regular,9492624,Comentario sobre el mantenimiento 7091
7092,30-03-2024,Preventivo,Bueno,Regular,4749949,Comentario sobre el mantenimiento 7092
7093,05-12-2023,Preventivo,Malo,Bueno,19080,Comentario sobre el mantenimiento 7093
7094,30-06-2024,Correctivo,Malo,Bueno,5659309,Comentario sobre el mantenimiento 7094
7095,05-04-2024,Emergencia,Regular,Regular,34048,Comentario sobre el mantenimiento 7095
7096,15-11-2023,Emergencia,Regular,Malo,9391939,Comentario sobre el mantenimiento 7096
7097,04-06-2024,Emergencia,Bueno,Bueno,58956,Comentario sobre el mantenimiento 7097
7098,23-06-2024,Emergencia,Malo,Bueno,5219505,Comentario sobre el mantenimiento 7098
7099,04-03-2024,Correctivo,Bueno,Bueno,3530346,Comentario sobre el mantenimiento 7099
7100,13-01-2024,Preventivo,Malo,Regular,5799383,Comentario sobre el mantenimiento 7100
7101,09-12-2023,Emergencia,Bueno,Regular,21359,Comentario sobre el mantenimiento 7101
7102,05-12-2023,Preventivo,Regular,Malo,21827,Comentario sobre el mantenimiento 7102
7103,30-10-2023,Preventivo,Bueno,Malo,7897714,Comentario sobre el mantenimiento 7103
7104,23-09-2024,Emergencia,Regular,Bueno,8888656,Comentario sobre el mantenimiento 7104
7105,04-10-2024,Emergencia,Malo,Bueno,3566888,Comentario sobre el mantenimiento 7105
7106,24-01-2024,Correctivo,Regular,Malo,8907174,Comentario sobre el mantenimiento 7106
7107,16-09-2024,Correctivo,Regular,Bueno,8888554,Comentario sobre el mantenimiento 7107
7108,05-11-2023,Preventivo,Malo,Regular,9191642,Comentario sobre el mantenimiento 7108
7109,29-02-2024,Correctivo,Bueno,Malo,6878956,Comentario sobre el mantenimiento 7109
7110,19-09-2024,Correctivo,Regular,Regular,5492430,Comentario sobre el mantenimiento 7110
7111,27-01-2024,Preventivo,Bueno,Regular,9149495,Comentario sobre el mantenimiento 7111
7112,22-07-2024,Preventivo,Bueno,Malo,7886338,Comentario sobre el mantenimiento 7112
7113,11-04-2023,Emergencia,Bueno,Regular,21022,Comentario sobre el mantenimiento 7113
7114,29-05-2024,Emergencia,Malo,Malo,5238912,Comentario sobre el mantenimiento 7114
7115,07-12-2023,Correctivo,Malo,Bueno,33458,Comentario sobre el mantenimiento 7115
7116,20-08-2024,Emergencia,Malo,Bueno,9288637,Comentario sobre el mantenimiento 7116
7117,31-03-2024,Emergencia,Regular,Bueno,5239195,Comentario sobre el mantenimiento 7117
7118,23-11-2023,Emergencia,Regular,Bueno,7356681,Comentario sobre el mantenimiento 7118
7119,27-03-2024,Preventivo,Malo,Malo,3530536,Comentario sobre el mantenimiento 7119
7120,27-09-2024,Emergencia,Bueno,Regular,8800691,Comentario sobre el mantenimiento 7120
7121,14-01-2024,Correctivo,Regular,Bueno,7168681,Comentario sobre el mantenimiento 7121
7122,25-07-2024,Emergencia,Bueno,Regular,9050878,Comentario sobre el mantenimiento 7122
7123,07-09-2024,Emergencia,Malo,Malo,4963707,Comentario sobre el mantenimiento 7123
7124,04-01-2024,Emergencia,Malo,Bueno,21400,Comentario sobre el mantenimiento 7124
7125,28-10-2023,Correctivo,Malo,Bueno,7943794,Comentario sobre el mantenimiento 7125
7126,07-05-2024,Preventivo,Regular,Regular,21204,Comentario sobre el mantenimiento 7126
7127,02-05-2024,Emergencia,Malo,Regular,33207,Comentario sobre el mantenimiento 7127
7128,04-08-2024,Emergencia,Regular,Bueno,33940,Comentario sobre el mantenimiento 7128
7129,10-07-2024,Preventivo,Regular,Regular,7815516,Comentario sobre el mantenimiento 7129
7130,26-03-2024,Correctivo,Regular,Bueno,20251,Comentario sobre el mantenimiento 7130
7131,27-08-2024,Emergencia,Regular,Bueno,9157640,Comentario sobre el mantenimiento 7131
7132,13-11-2023,Correctivo,Bueno,Malo,59382,Comentario sobre el mantenimiento 7132
7133,13-01-2024,Preventivo,Malo,Regular,22203,Comentario sobre el mantenimiento 7133
7134,25-08-2024,Emergencia,Regular,Malo,9262485,Comentario sobre el mantenimiento 7134
7135,08-05-2024,Preventivo,Malo,Regular,9053882,Comentario sobre el mantenimiento 7135
7136,19-12-2023,Preventivo,Regular,Bueno,52910,Comentario sobre el mantenimiento 7136
7137,19-05-2024,Correctivo,Regular,Bueno,7889426,Comentario sobre el mantenimiento 7137
7138,24-07-2024,Preventivo,Malo,Bueno,21808,Comentario sobre el mantenimiento 7138
7139,12-07-2024,Preventivo,Bueno,Regular,24950,Comentario sobre el mantenimiento 7139
7140,11-12-2023,Preventivo,Malo,Malo,3530345,Comentario sobre el mantenimiento 7140
7141,11-12-2023,Preventivo,Regular,Regular,7794410,Comentario sobre el mantenimiento 7141
7142,11-02-2023,Correctivo,Bueno,Bueno,21003,Comentario sobre el mantenimiento 7142
7143,01-03-2024,Preventivo,Malo,Malo,9182930,Comentario sobre el mantenimiento 7143
7144,22-03-2024,Correctivo,Regular,Regular,9155771,Comentario sobre el mantenimiento 7144
7145,15-04-2024,Emergencia,Malo,Malo,5219517,Comentario sobre el mantenimiento 7145
7146,08-08-2024,Correctivo,Bueno,Regular,3531310,Comentario sobre el mantenimiento 7146
7147,05-09-2024,Preventivo,Bueno,Regular,58686,Comentario sobre el mantenimiento 7147
7148,11-03-2024,Preventivo,Malo,Bueno,9291609,Comentario sobre el mantenimiento 7148
7149,18-08-2024,Correctivo,Malo,Regular,21612,Comentario sobre el mantenimiento 7149
7150,26-06-2024,Emergencia,Malo,Malo,9277664,Comentario sobre el mantenimiento 7150
7151,12-12-2023,Emergencia,Regular,Bueno,5602462,Comentario sobre el mantenimiento 7151
7152,04-02-2024,Correctivo,Malo,Regular,21891,Comentario sobre el mantenimiento 7152
7153,30-07-2024,Preventivo,Bueno,Malo,7126504,Comentario sobre el mantenimiento 7153
7154,08-07-2024,Emergencia,Malo,Bueno,3743682,Comentario sobre el mantenimiento 7154
7155,30-06-2024,Emergencia,Regular,Malo,3593342,Comentario sobre el mantenimiento 7155
7156,23-10-2023,Preventivo,Bueno,Bueno,7859423,Comentario sobre el mantenimiento 7156
7157,16-03-2024,Emergencia,Malo,Malo,34104,Comentario sobre el mantenimiento 7157
7158,29-05-2024,Correctivo,Regular,Regular,24947,Comentario sobre el mantenimiento 7158
7159,29-05-2024,Correctivo,Malo,Bueno,7887213,Comentario sobre el mantenimiento 7159
7160,19-09-2024,Emergencia,Regular,Regular,9223762,Comentario sobre el mantenimiento 7160
7161,14-06-2024,Correctivo,Bueno,Bueno,32569,Comentario sobre el mantenimiento 7161
7162,23-01-2024,Correctivo,Regular,Regular,20680,Comentario sobre el mantenimiento 7162
7163,03-11-2023,Preventivo,Bueno,Bueno,3568554,Comentario sobre el mantenimiento 7163
7164,26-01-2024,Correctivo,Regular,Regular,33918,Comentario sobre el mantenimiento 7164
7165,02-10-2024,Emergencia,Bueno,Malo,3580731,Comentario sobre el mantenimiento 7165
7166,25-02-2024,Emergencia,Malo,Bueno,7802507,Comentario sobre el mantenimiento 7166
7167,28-07-2024,Emergencia,Bueno,Bueno,20710,Comentario sobre el mantenimiento 7167
7168,20-04-2024,Emergencia,Malo,Bueno,58319,Comentario sobre el mantenimiento 7168
7169,08-12-2023,Emergencia,Malo,Malo,19203,Comentario sobre el mantenimiento 7169
7170,24-05-2024,Preventivo,Bueno,Bueno,4738010,Comentario sobre el mantenimiento 7170
7171,15-12-2023,Emergencia,Malo,Regular,5239210,Comentario sobre el mantenimiento 7171
7172,07-07-2024,Preventivo,Malo,Malo,53188,Comentario sobre el mantenimiento 7172
7173,21-11-2023,Preventivo,Malo,Bueno,25744,Comentario sobre el mantenimiento 7173
7174,18-12-2023,Preventivo,Bueno,Bueno,5214664,Comentario sobre el mantenimiento 7174
7175,28-04-2024,Emergencia,Bueno,Bueno,7840425,Comentario sobre el mantenimiento 7175
7176,25-01-2024,Preventivo,Malo,Bueno,19574,Comentario sobre el mantenimiento 7176
7177,24-12-2023,Preventivo,Regular,Malo,7898756,Comentario sobre el mantenimiento 7177
7178,01-09-2024,Emergencia,Malo,Malo,9181917,Comentario sobre el mantenimiento 7178
7179,29-09-2024,Correctivo,Bueno,Regular,5658100,Comentario sobre el mantenimiento 7179
7180,06-06-2024,Correctivo,Regular,Regular,19004,Comentario sobre el mantenimiento 7180
7181,03-01-2024,Emergencia,Malo,Regular,20402,Comentario sobre el mantenimiento 7181
7182,11-05-2023,Preventivo,Bueno,Bueno,19508,Comentario sobre el mantenimiento 7182
7183,30-01-2024,Preventivo,Regular,Malo,25072,Comentario sobre el mantenimiento 7183
7184,23-07-2024,Preventivo,Malo,Regular,9049854,Comentario sobre el mantenimiento 7184
7185,06-03-2024,Emergencia,Malo,Bueno,4731215,Comentario sobre el mantenimiento 7185
7186,11-07-2023,Correctivo,Regular,Regular,8804652,Comentario sobre el mantenimiento 7186
7187,14-06-2024,Correctivo,Malo,Bueno,8805874,Comentario sobre el mantenimiento 7187
7188,17-01-2024,Correctivo,Malo,Bueno,7794412,Comentario sobre el mantenimiento 7188
7189,01-01-2024,Emergencia,Regular,Bueno,20043,Comentario sobre el mantenimiento 7189
7190,23-07-2024,Preventivo,Bueno,Malo,7896556,Comentario sobre el mantenimiento 7190
7191,12-03-2024,Preventivo,Bueno,Malo,22365,Comentario sobre el mantenimiento 7191
7192,19-01-2024,Preventivo,Regular,Bueno,59674,Comentario sobre el mantenimiento 7192
7193,19-03-2024,Correctivo,Regular,Malo,22419,Comentario sobre el mantenimiento 7193
7194,30-08-2024,Correctivo,Bueno,Bueno,21336,Comentario sobre el mantenimiento 7194
7195,24-03-2024,Emergencia,Regular,Regular,20564,Comentario sobre el mantenimiento 7195
7196,28-04-2024,Preventivo,Bueno,Bueno,6884767,Comentario sobre el mantenimiento 7196
7197,06-03-2024,Emergencia,Malo,Bueno,21379,Comentario sobre el mantenimiento 7197
7198,03-08-2024,Preventivo,Malo,Malo,9052183,Comentario sobre el mantenimiento 7198
7199,01-12-2023,Emergencia,Malo,Bueno,8888606,Comentario sobre el mantenimiento 7199
7200,29-09-2024,Preventivo,Bueno,Malo,7125678,Comentario sobre el mantenimiento 7200
7201,10-08-2024,Preventivo,Bueno,Malo,7591614,Comentario sobre el mantenimiento 7201
7202,01-11-2024,Correctivo,Regular,Regular,33074,Comentario sobre el mantenimiento 7202
7203,23-08-2024,Emergencia,Bueno,Malo,21205,Comentario sobre el mantenimiento 7203
7204,10-05-2024,Correctivo,Malo,Malo,7538121,Comentario sobre el mantenimiento 7204
7205,30-03-2024,Preventivo,Bueno,Malo,59925,Comentario sobre el mantenimiento 7205
7206,09-04-2024,Emergencia,Bueno,Malo,19917,Comentario sobre el mantenimiento 7206
7207,24-04-2024,Correctivo,Regular,Regular,33521,Comentario sobre el mantenimiento 7207
7208,10-10-2024,Emergencia,Bueno,Malo,24674,Comentario sobre el mantenimiento 7208
7209,16-10-2023,Correctivo,Regular,Bueno,20998,Comentario sobre el mantenimiento 7209
7210,16-03-2024,Correctivo,Regular,Malo,5659679,Comentario sobre el mantenimiento 7210
7211,18-04-2024,Correctivo,Bueno,Bueno,4960331,Comentario sobre el mantenimiento 7211
7212,02-08-2024,Emergencia,Regular,Malo,34930,Comentario sobre el mantenimiento 7212
7213,09-09-2024,Emergencia,Malo,Bueno,3576579,Comentario sobre el mantenimiento 7213
7214,05-06-2024,Emergencia,Bueno,Regular,19226,Comentario sobre el mantenimiento 7214
7215,18-05-2024,Preventivo,Malo,Bueno,34206,Comentario sobre el mantenimiento 7215
7216,14-03-2024,Preventivo,Malo,Bueno,20390,Comentario sobre el mantenimiento 7216
7217,14-09-2024,Emergencia,Regular,Regular,5658638,Comentario sobre el mantenimiento 7217
7218,10-08-2024,Emergencia,Bueno,Bueno,9049442,Comentario sobre el mantenimiento 7218
7219,10-02-2024,Correctivo,Regular,Malo,9149559,Comentario sobre el mantenimiento 7219
7220,05-06-2024,Emergencia,Regular,Malo,3565661,Comentario sobre el mantenimiento 7220
7221,24-06-2024,Correctivo,Malo,Regular,9494174,Comentario sobre el mantenimiento 7221
7222,03-06-2024,Preventivo,Bueno,Regular,9497235,Comentario sobre el mantenimiento 7222
7223,02-09-2024,Correctivo,Malo,Regular,9178043,Comentario sobre el mantenimiento 7223
7224,28-09-2024,Emergencia,Bueno,Bueno,8914028,Comentario sobre el mantenimiento 7224
7225,20-01-2024,Correctivo,Bueno,Malo,9446840,Comentario sobre el mantenimiento 7225
7226,27-09-2024,Emergencia,Bueno,Regular,52988,Comentario sobre el mantenimiento 7226
7227,04-07-2024,Preventivo,Malo,Malo,7902156,Comentario sobre el mantenimiento 7227
7228,19-05-2024,Preventivo,Bueno,Bueno,5601894,Comentario sobre el mantenimiento 7228
7229,13-12-2023,Preventivo,Malo,Malo,9387931,Comentario sobre el mantenimiento 7229
7230,26-09-2024,Preventivo,Regular,Regular,34819,Comentario sobre el mantenimiento 7230
7231,19-06-2024,Correctivo,Malo,Bueno,8929859,Comentario sobre el mantenimiento 7231
7232,13-01-2024,Correctivo,Malo,Bueno,7928139,Comentario sobre el mantenimiento 7232
7233,22-08-2024,Preventivo,Regular,Regular,9187097,Comentario sobre el mantenimiento 7233
7234,15-09-2024,Emergencia,Malo,Bueno,21401,Comentario sobre el mantenimiento 7234
7235,24-12-2023,Preventivo,Bueno,Regular,7802482,Comentario sobre el mantenimiento 7235
7236,28-04-2024,Preventivo,Regular,Malo,4795183,Comentario sobre el mantenimiento 7236
7237,19-10-2023,Emergencia,Bueno,Malo,24781,Comentario sobre el mantenimiento 7237
7238,25-06-2024,Preventivo,Bueno,Bueno,32955,Comentario sobre el mantenimiento 7238
7239,12-04-2023,Preventivo,Bueno,Malo,7886655,Comentario sobre el mantenimiento 7239
7240,30-06-2024,Preventivo,Bueno,Malo,9225688,Comentario sobre el mantenimiento 7240
7241,04-06-2024,Correctivo,Malo,Bueno,5209533,Comentario sobre el mantenimiento 7241
7242,18-09-2024,Preventivo,Bueno,Malo,9225685,Comentario sobre el mantenimiento 7242
7243,04-03-2024,Emergencia,Malo,Malo,21777,Comentario sobre el mantenimiento 7243
7244,14-02-2024,Preventivo,Bueno,Regular,8888489,Comentario sobre el mantenimiento 7244
7245,13-05-2024,Emergencia,Malo,Bueno,19151,Comentario sobre el mantenimiento 7245
7246,09-04-2024,Correctivo,Bueno,Bueno,9220317,Comentario sobre el mantenimiento 7246
7247,12-07-2023,Emergencia,Bueno,Bueno,4985949,Comentario sobre el mantenimiento 7247
7248,20-02-2024,Correctivo,Bueno,Regular,59446,Comentario sobre el mantenimiento 7248
7249,10-04-2024,Preventivo,Malo,Regular,9294100,Comentario sobre el mantenimiento 7249
7250,26-02-2024,Emergencia,Regular,Regular,3581342,Comentario sobre el mantenimiento 7250
7251,22-11-2023,Correctivo,Malo,Malo,9394695,Comentario sobre el mantenimiento 7251
7252,21-03-2024,Emergencia,Regular,Malo,4749987,Comentario sobre el mantenimiento 7252
7253,21-08-2024,Correctivo,Bueno,Bueno,33781,Comentario sobre el mantenimiento 7253
7254,07-09-2024,Preventivo,Bueno,Bueno,33953,Comentario sobre el mantenimiento 7254
7255,10-11-2023,Preventivo,Bueno,Malo,7404219,Comentario sobre el mantenimiento 7255
7256,31-03-2024,Emergencia,Regular,Malo,9050594,Comentario sobre el mantenimiento 7256
7257,13-12-2023,Preventivo,Bueno,Regular,22484,Comentario sobre el mantenimiento 7257
7258,24-06-2024,Preventivo,Regular,Malo,22457,Comentario sobre el mantenimiento 7258
7259,02-01-2024,Preventivo,Regular,Regular,32573,Comentario sobre el mantenimiento 7259
7260,15-09-2024,Correctivo,Regular,Regular,9294342,Comentario sobre el mantenimiento 7260
7261,30-10-2023,Correctivo,Bueno,Regular,4749957,Comentario sobre el mantenimiento 7261
7262,10-01-2024,Correctivo,Regular,Regular,3580358,Comentario sobre el mantenimiento 7262
7263,22-09-2024,Correctivo,Bueno,Regular,3613338,Comentario sobre el mantenimiento 7263
7264,13-04-2024,Preventivo,Bueno,Malo,53102,Comentario sobre el mantenimiento 7264
7265,20-07-2024,Correctivo,Malo,Bueno,57892,Comentario sobre el mantenimiento 7265
7266,12-03-2024,Emergencia,Malo,Bueno,58514,Comentario sobre el mantenimiento 7266
7267,03-03-2024,Preventivo,Bueno,Malo,7890638,Comentario sobre el mantenimiento 7267
7268,19-03-2024,Emergencia,Bueno,Bueno,8803662,Comentario sobre el mantenimiento 7268
7269,21-02-2024,Correctivo,Regular,Regular,9398285,Comentario sobre el mantenimiento 7269
7270,06-09-2024,Correctivo,Regular,Bueno,7591622,Comentario sobre el mantenimiento 7270
7271,03-01-2024,Preventivo,Bueno,Regular,59208,Comentario sobre el mantenimiento 7271
7272,21-10-2023,Emergencia,Regular,Malo,19328,Comentario sobre el mantenimiento 7272
7273,23-05-2024,Correctivo,Regular,Bueno,25562,Comentario sobre el mantenimiento 7273
7274,05-11-2023,Preventivo,Regular,Bueno,5659239,Comentario sobre el mantenimiento 7274
7275,23-05-2024,Preventivo,Bueno,Bueno,5245651,Comentario sobre el mantenimiento 7275
7276,31-05-2024,Correctivo,Malo,Malo,32643,Comentario sobre el mantenimiento 7276
7277,21-08-2024,Correctivo,Malo,Bueno,9186803,Comentario sobre el mantenimiento 7277
7278,03-07-2024,Correctivo,Malo,Regular,7861586,Comentario sobre el mantenimiento 7278
7279,02-09-2024,Preventivo,Malo,Bueno,8927895,Comentario sobre el mantenimiento 7279
7280,31-03-2024,Correctivo,Bueno,Malo,4731643,Comentario sobre el mantenimiento 7280
7281,18-10-2023,Correctivo,Malo,Malo,9391553,Comentario sobre el mantenimiento 7281
7282,26-01-2024,Emergencia,Malo,Malo,3530626,Comentario sobre el mantenimiento 7282
7283,06-02-2024,Emergencia,Malo,Bueno,25015,Comentario sobre el mantenimiento 7283
7284,06-04-2024,Preventivo,Malo,Regular,9050334,Comentario sobre el mantenimiento 7284
7285,12-05-2024,Correctivo,Regular,Bueno,9407943,Comentario sobre el mantenimiento 7285
7286,21-07-2024,Correctivo,Malo,Bueno,7890633,Comentario sobre el mantenimiento 7286
7287,05-11-2023,Preventivo,Malo,Bueno,5246139,Comentario sobre el mantenimiento 7287
7288,14-01-2024,Correctivo,Regular,Bueno,22368,Comentario sobre el mantenimiento 7288
7289,05-01-2024,Correctivo,Malo,Malo,33478,Comentario sobre el mantenimiento 7289
7290,13-01-2024,Correctivo,Bueno,Bueno,20766,Comentario sobre el mantenimiento 7290
7291,30-06-2024,Correctivo,Bueno,Malo,5089675,Comentario sobre el mantenimiento 7291
7292,26-07-2024,Correctivo,Regular,Regular,9187159,Comentario sobre el mantenimiento 7292
7293,07-04-2024,Correctivo,Bueno,Bueno,59601,Comentario sobre el mantenimiento 7293
7294,27-11-2023,Correctivo,Bueno,Malo,7928006,Comentario sobre el mantenimiento 7294
7295,05-10-2024,Preventivo,Bueno,Malo,21674,Comentario sobre el mantenimiento 7295
7296,05-03-2024,Emergencia,Malo,Bueno,3581471,Comentario sobre el mantenimiento 7296
7297,31-07-2024,Preventivo,Regular,Bueno,3568347,Comentario sobre el mantenimiento 7297
7298,29-07-2024,Emergencia,Bueno,Regular,9181009,Comentario sobre el mantenimiento 7298
7299,18-04-2024,Emergencia,Bueno,Bueno,58693,Comentario sobre el mantenimiento 7299
7300,15-11-2023,Emergencia,Bueno,Malo,7862167,Comentario sobre el mantenimiento 7300
7301,02-05-2024,Emergencia,Regular,Bueno,22018,Comentario sobre el mantenimiento 7301
7302,10-04-2024,Correctivo,Bueno,Bueno,6845943,Comentario sobre el mantenimiento 7302
7303,08-05-2024,Preventivo,Bueno,Bueno,59537,Comentario sobre el mantenimiento 7303
7304,14-05-2024,Correctivo,Malo,Regular,57937,Comentario sobre el mantenimiento 7304
7305,05-02-2024,Correctivo,Malo,Bueno,22478,Comentario sobre el mantenimiento 7305
7306,07-05-2024,Emergencia,Malo,Bueno,5209116,Comentario sobre el mantenimiento 7306
7307,18-05-2024,Emergencia,Malo,Bueno,8974941,Comentario sobre el mantenimiento 7307
7308,01-11-2023,Emergencia,Bueno,Malo,3593097,Comentario sobre el mantenimiento 7308
7309,22-03-2024,Correctivo,Malo,Malo,9052824,Comentario sobre el mantenimiento 7309
7310,13-12-2023,Preventivo,Regular,Regular,21518,Comentario sobre el mantenimiento 7310
7311,22-05-2024,Emergencia,Bueno,Bueno,58070,Comentario sobre el mantenimiento 7311
7312,12-08-2023,Emergencia,Malo,Malo,9177951,Comentario sobre el mantenimiento 7312
7313,05-06-2024,Emergencia,Bueno,Bueno,58227,Comentario sobre el mantenimiento 7313
7314,14-05-2024,Preventivo,Malo,Regular,21962,Comentario sobre el mantenimiento 7314
7315,02-05-2024,Emergencia,Regular,Malo,9191608,Comentario sobre el mantenimiento 7315
7316,23-02-2024,Preventivo,Malo,Bueno,3963361,Comentario sobre el mantenimiento 7316
7317,10-06-2024,Correctivo,Malo,Bueno,34024,Comentario sobre el mantenimiento 7317
7318,31-03-2024,Emergencia,Regular,Bueno,22171,Comentario sobre el mantenimiento 7318
7319,01-03-2024,Preventivo,Malo,Regular,5245764,Comentario sobre el mantenimiento 7319
7320,25-06-2024,Preventivo,Regular,Regular,4731184,Comentario sobre el mantenimiento 7320
7321,27-11-2023,Correctivo,Bueno,Malo,8887937,Comentario sobre el mantenimiento 7321
7322,06-09-2024,Preventivo,Regular,Regular,6761337,Comentario sobre el mantenimiento 7322
7323,06-09-2024,Correctivo,Malo,Bueno,9473290,Comentario sobre el mantenimiento 7323
7324,08-09-2024,Emergencia,Regular,Regular,9157638,Comentario sobre el mantenimiento 7324
7325,23-11-2023,Preventivo,Regular,Regular,9048980,Comentario sobre el mantenimiento 7325
7326,19-11-2023,Emergencia,Regular,Bueno,5178810,Comentario sobre el mantenimiento 7326
7327,08-11-2024,Preventivo,Regular,Malo,60096,Comentario sobre el mantenimiento 7327
